Username,Name,Label,Investor Score,Can DM,Reason,Followers,Following,URL
dericdgonzalez,Eric David D’Acosta GONZÁLEZ,HUMAN,30,True,"Authentic human with unique personal details (former White House NCO USMC, specific business ventures), but lacks direct investor/alpha signals like 'Investor' or 'Crypto'; bio focuses on past roles and legal issues, not current investment activities.",145,507,https://x.com/dericdgonzalez
egy_ee,Gon,HUMAN,30,True,"Authentic human with unique bio referencing Elon Musk and Grok, but lacks direct investor keywords; low investor signal due to focus on humor and tech commentary rather than investment or professional roles.",128,594,https://x.com/egy_ee
Vincent2112_,Vincent2112,HUMAN,30,True,"Bio shows personal, poetic expression with unique phrases and interests (EXPLORER, QUESTION EVERYTHING), indicating authenticity. No direct investor keywords, but potential for DM suitability as a thoughtful individual.",119,173,https://x.com/Vincent2112_
AadityaCodesAI,Aaditya Bansal,HUMAN,30,True,"Authentic human with specific role (AI tutor at xAI) and personal name, but bio lacks direct investor/alpha signals; focus is on AI/tech, not investment-related keywords.",78,659,https://x.com/AadityaCodesAI
trevthefoolish,trev,HUMAN,30,True,"Bio 'human-in-the-loop' suggests authenticity with a unique, personal touch, but lacks explicit investor keywords; follower/following ratio and tweet count indicate active human user, though investor signals are minimal.",65,157,https://x.com/trevthefoolish
Functional_Nerd,functional_n3rd,HUMAN,30,True,"Authentic human with unique bio about duck rice farming, but lacks direct investor/alpha signals; low follower count and high following ratio may indicate limited influence.",54,602,https://x.com/Functional_Nerd
surbhit0940,Surbhit aggarwal,HUMAN,30,True,"Authentic human with personal interests (Personal Finance, Running, Music, etc.) and a unique bio, but lacks direct investor/alpha signals; investor score low due to absence of keywords like Investor, Angel, VC, or specific financial/tech focus.",46,186,https://x.com/surbhit0940
Techbjurn,Techbjurn,HUMAN,30,True,"Authentic human with unique bio ('PhD troll 🧌 tech bro') and personal details, but lacks clear investor/alpha signals; bio suggests tech interest but no explicit keywords like investor, founder, or crypto, making DM suitability moderate.",42,51,https://x.com/Techbjurn
mahckin,OMAC,HUMAN,30,True,"Authentic human with personal bio about influencing change and rational thinking, but lacks direct investor/alpha keywords; low follower count and high following ratio suggest limited influence.",36,390,https://x.com/mahckin
wangheihei0624,Tian,HUMAN,30,True,"Bio indicates a human professional in robotics PR with specific industry focus, but lacks direct investor keywords or high-value signals for investment context.",35,447,https://x.com/wangheihei0624
hamadbizvideos,Hamad,HUMAN,30,True,"Authentic human with personal details (Electrical engineer, name Hamad) and specific interests (video content for business growth). Low investor signal as bio focuses on content creation rather than investment keywords; may be a potential user but not a high-value investor.",35,105,https://x.com/hamadbizvideos
Cdr607869783558,Drekk9yne,HUMAN,30,True,"Bio shows authentic personal interests (music genres, tech, space, politics) and specific details (SpaceX, gaming), indicating a real human. No strong investor keywords found, but mentions of tech and SpaceX suggest some alignment with tech/innovation themes, though not explicitly financial or entrepreneurial.",29,134,https://x.com/Cdr607869783558
Matrokc4,Matt,HUMAN,20,True,"Authentic human with personal details (retired U.S. Navy, patriotic themes, specific interests like 'Rock Chalk'), but lacks direct investor/alpha signals; bio focuses on personal identity rather than investment or business keywords.",1333,968,https://x.com/Matrokc4
StrykerAce007,01 + 0 1 = 10,HUMAN,20,True,"Bio shows authentic personal details (e.g., 'Recovering sugar addict', 'Eat animal meat, fat and eggs', 'Fixing the broken things') and diverse interests, indicating a real person. However, no explicit investor keywords (e.g., investor, founder, crypto) found; focus is on health and self-improvement, leading to a low investor score.",920,267,https://x.com/StrykerAce007
District1ResNYC,District 1 Research 🇺🇸,HUMAN,20,True,"Authentic human with unique personal interests (collective intelligence, cycling, politics, learning, BF Skinner), but lacks direct investor/alpha signals; bio focuses on non-financial topics, making DM suitability low for investment purposes.",819,1260,https://x.com/District1ResNYC
Negusnati,Natnael Birhanu,HUMAN,20,True,"Authentic human with personal details (name, university affiliation), but bio lacks investor/alpha keywords; focus on academic/lecture role, low investor signal.",665,440,https://x.com/Negusnati
KriegSalamander,Demiurgo Von Degurechaff 🇯🇪,HUMAN,20,True,"Authentic human with unique bio containing personal interests (Hispanista, Católico, anime fan) and political views, but lacks direct investor/alpha signals like 'Investor', 'VC', or tech/crypto keywords; DM suitability is low due to focus on non-investment topics.",560,620,https://x.com/KriegSalamander
Corlexys,Corlexys,HUMAN,20,True,"Authentic human with personal interests in free speech and parenthood, but lacks direct investor/alpha signals like 'investor', 'founder', or crypto/tech keywords; bio is conversational and not generic, suggesting a real person but low investment relevance.",466,193,https://x.com/Corlexys
simon91854956,simon,HUMAN,20,True,"Authentic human with personal interests (M&E Engineer, classic cars, space, animals, nature, travel), but lacks investor/alpha keywords; alphanumeric username suggests possible bot-like element, but bio is unique and not generic.",357,563,https://x.com/simon91854956
katelost401,Kate 🇺🇸,HUMAN,20,True,"Authentic human with personal interests (Archeology, physics, history, golf, cars, games) and location (🇺🇸), but lacks direct investor/alpha signals like 'Investor', 'VC', 'Founder', or crypto/tech keywords; low investor relevance.",301,344,https://x.com/katelost401
RippTheDip,Eli // RipTheDip 🇺🇸🇮🇱,HUMAN,20,True,"Authentic human with personal interests (Pokemon TCG, location PNW), but bio lacks investor keywords; focus is on collecting/trading cards, not financial/tech investing.",259,1086,https://x.com/RippTheDip
DovKleiiman,Kleiiman,HUMAN,20,True,"Authentic human with personal details (email for PR, 'Digital Creator' role), but lacks strong investor signals; bio focuses on content creation rather than investment or business keywords.",222,317,https://x.com/DovKleiiman
VaibhavVj91,Vaibhav Jaiswal,HUMAN,20,True,"Authentic human with personal name and specific role (senior software engineer), but lacks direct investor/alpha signals like keywords (e.g., investor, founder, crypto). DM suitability is moderate as a professional peer in tech, but low investor potential.",194,351,https://x.com/VaibhavVj91
tangshu2017,唐古拉树,HUMAN,20,True,"Authentic human with unique, philosophical bio in Chinese, expressing personal beliefs and values. No direct investor keywords or alpha signals found; bio focuses on truth, freedom, service, and human nature rather than business, tech, or investment themes. DM suitability is low due to lack of professional or investor context.",147,107,https://x.com/tangshu2017
404camren,404,HUMAN,20,True,"Authentic human with personal details (Designer and Writer at @cidercircuit), but lacks investor/alpha signals; bio focuses on creative roles, not investment or business keywords.",127,972,https://x.com/404camren
getmonu,Monu,HUMAN,20,True,"Authentic human with specific job details (engineer at Target), but bio lacks investor/alpha keywords; low investor signal despite genuine profile.",112,1249,https://x.com/getmonu
aseerixsaeed,SAEED BIN ASEERI,HUMAN,20,True,"Bio contains personal and unique details in Arabic, including legal references and personal sentiments, indicating authenticity. No direct investor keywords found, but mentions of billions and years suggest potential financial or historical interest, though not clearly aligned with tech/investor signals.",50,8,https://x.com/aseerixsaeed
void_life_art,void_enjyr,HUMAN,20,True,"Bio shows authentic human learning and building interests, but lacks specific investor keywords or high-value signals; low follower count and generic bio reduce investor potential.",22,323,https://x.com/void_life_art
Flowersforcows,Flora 🌼,HUMAN,15,True,"Authentic human with diverse personal interests (beauty, fun, hobbies like photography, art, cooking) and specific references (Abraham Hicks, carnivore diet, unreal engine). Low investor signal due to lack of finance/tech keywords; bio focuses on lifestyle and learning, not investment or professional roles.",586,412,https://x.com/Flowersforcows
EGArnold,EG Arnold,HUMAN,10,True,"Authentic human with personal details (family roles, interests, beliefs), but lacks investor/alpha signals; bio focuses on personal identity, not professional or investment keywords.",1365,243,https://x.com/EGArnold
marytmasucci,Tracy Masucci,HUMAN,10,True,"Authentic human with unique personal bio (artist, wordsmith, scientist, poetic phrases), but no investor/alpha signals; bio explicitly discourages DMs from non-followers, making DM suitability low.",1396,1038,https://x.com/marytmasucci
PaulyChaos,Pauly,HUMAN,10,True,"Authentic human with unique, artistic bio focused on creation and collaboration, but lacks investor/alpha keywords; low investor signal.",1364,1442,https://x.com/PaulyChaos
QingBankse,QING BANKSE,HUMAN,10,True,"Authentic human with unique bio focused on political criticism and anti-corruption, but lacks investor/alpha keywords; not aligned with investment or tech interests.",1303,994,https://x.com/QingBankse
Alibel_Fragoso0,Alibel Fragoso,HUMAN,10,True,"Authentic human with personal details (music producer, specific platforms like Pond5, Airbit, BeatStars), but no investor/alpha signals; bio focuses on music production, not investment or tech keywords.",1303,444,https://x.com/Alibel_Fragoso0
michaelricks,M I K E • Earth Coffee Fetcher,HUMAN,10,True,"Authentic human with unique, humorous bio and personal interests (coffee, caveman theme), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, and appears focused on casual persona rather than professional or financial topics.",1289,1061,https://x.com/michaelricks
djhuntze,djhuntze,HUMAN,10,True,"Bio shows authentic personal preferences and interests (e.g., sports teams, location), with clear boundaries and no generic AI-sounding content. However, lacks investor-related keywords or signals, focusing on personal rules and hobbies rather than professional or investment themes.",1247,477,https://x.com/djhuntze
butts56918,Lisa Butts,HUMAN,10,True,"Authentic human with personal details (Producer/Host, Poet, Speaker, specific interests), but no investor/alpha signals; bio focuses on creative and positive life aspects, not investment or business keywords.",1163,648,https://x.com/butts56918
firecracker1956,Vickie,HUMAN,10,True,"Authentic human with personal details (name Vickie, horseback riding hobby), but no investor/alpha signals in bio; low investor relevance.",1130,119,https://x.com/firecracker1956
Mars_Starship_,John Smith,HUMAN,10,True,"Authentic human with personal interests (Space, Beach, Nature) and a specific username, but no investor/alpha signals in bio; low investor relevance.",1118,158,https://x.com/Mars_Starship_
ChrisbWells,Chris Wells,HUMAN,10,True,"Authentic human with personal name and bio, but lacks investor/alpha signals; bio is vague and stats show high tweet volume with moderate engagement, suggesting a real user but not necessarily an investor or high-value lead.",1072,1296,https://x.com/ChrisbWells
abejmorris,abejmorris,HUMAN,10,True,"Authentic human with personal details (Christian, Patriot, Father, Trump supporter) and specific interests, but lacks investor/alpha signals; bio focuses on political/religious identity, not investment or professional keywords.",1071,975,https://x.com/abejmorris
TiborKovacs_TX,Tibor Kovacs Private Investigator in Dallas Texas,HUMAN,10,True,"Authentic human with specific personal details (name, profession, location), but bio lacks investor/alpha keywords; focused on private investigation, not investment or tech fields.",986,462,https://x.com/TiborKovacs_TX
sappgulf,Austin,HUMAN,10,True,"Authentic human with unique, creative bio referencing pop culture (Kanye West lyrics), but lacks investor/alpha signals; bio is entertainment-focused, not professional or investment-related.",962,817,https://x.com/sappgulf
dadsteroni,G_Arter,HUMAN,10,True,"Authentic human with personal details (retired network engineer, rural Midwest lifestyle), but no investor/alpha signals in bio; low investor relevance.",858,191,https://x.com/dadsteroni
HorizonDriven,B.O.H.I.C.A,HUMAN,10,True,"Bio is unique and philosophical, indicating a human with personal expression. No investor-related keywords or signals found in bio or name, but authenticity is high due to creative content.",848,592,https://x.com/HorizonDriven
JeyBeeKey,JeyBeeKey,HUMAN,10,True,"Bio shows authentic personal expression with poetic and philosophical elements, not generic bot content. However, lacks direct investor/alpha signals like keywords related to investing, tech, or entrepreneurship, reducing investor score.",848,668,https://x.com/JeyBeeKey
Michael_Gehm,Michael_Gehm,HUMAN,10,True,"Authentic human with personal details about military service and specific events, but no investor/alpha signals in bio; bio focuses on personal experiences rather than professional or investment-related content.",807,336,https://x.com/Michael_Gehm
HiiGHOFFJAVi,HiiGHØFFJɅVi🍄💨,HUMAN,10,True,"Bio is unique and personal with a casual tone, but lacks investor-related keywords; username and name are stylized but not generic bot-like; low investor signal as no clear professional or investment indicators.",804,289,https://x.com/HiiGHOFFJAVi
o_kozlyakova777,Froilan Kozlyakova,HUMAN,10,True,"Bio is unique and creative with personal interests in physics/metaphysics, not generic or bot-like; lacks investor keywords, but high tweet count suggests active human user.",750,353,https://x.com/o_kozlyakova777
lisarobel,Lisa Robel,HUMAN,10,True,"Authentic human with unique, personal bio expressing interests in chaos, possibility, and various emoji-based hobbies; no investor keywords or professional signals detected, but suitable for DM as a peer.",725,685,https://x.com/lisarobel
DenisTRUFFAUT,Denis TRUFFAUT ⭐️,HUMAN,10,True,"Authentic human with detailed professional certifications and specific tech expertise, but bio lacks investor/alpha keywords; focus is on technical roles rather than investment or entrepreneurial signals.",648,734,https://x.com/DenisTRUFFAUT
Shatter801,Shatter,HUMAN,10,True,"Authentic human with personal details (retired military veteran, family, health struggle), but no investor/alpha signals in bio; low investor relevance.",644,261,https://x.com/Shatter801
GerritBoll,GerritBoll,HUMAN,10,True,"Authentic human with personal bio 'Just a dude', but lacks investor/alpha keywords; low investor signal despite high tweet volume.",633,207,https://x.com/GerritBoll
MoxietheWriter,Elaine,HUMAN,10,True,"Authentic human with personal details (e.g., writing, choir, sports, religious affiliation), but no investor/alpha signals; bio focuses on personal interests, not professional or investment keywords.",603,706,https://x.com/MoxietheWriter
Ericbiker,Eric Londoño Arias,HUMAN,10,True,"Authentic human with personal details (lawyer, business administration specialist, diverse interests in martial arts, football, art, music). No investor/alpha signals present; bio focuses on professional and personal hobbies, not investment or entrepreneurial keywords.",608,204,https://x.com/Ericbiker
XillioilliX,🌊 Ese 👾 🇺🇸,HUMAN,10,True,"Authentic human with personal details (SSGT USAF, WWII dates, RIP tribute), but bio lacks investor/alpha signals; focused on political/religious tribute, not financial or entrepreneurial keywords.",589,167,https://x.com/XillioilliX
LatoSandino,Carlos Sandino,HUMAN,10,True,"Authentic human with personal bio about living, enjoying life, and doing good, but lacks investor/alpha signals; bio is generic and not focused on professional or investment themes.",566,87,https://x.com/LatoSandino
rosa_cesar1235,Rosa Cesare,HUMAN,10,True,"Authentic human with personal details (doctor of law, philosopher, Italian/Greek heritage, astrological signs), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for investment purposes.",562,71,https://x.com/rosa_cesar1235
MVCongTangTonNu,Mary M Vesely,HUMAN,10,True,"Authentic human with personal details (artist, music, creative process), but no investor/alpha signals; bio focuses on art, not investment or business keywords.",481,481,https://x.com/MVCongTangTonNu
praveenblraj,Praveen Raj B,HUMAN,10,True,"Authentic human with specific professional details (Cisco IP Telephony Engineer and Data Engineering), but bio lacks investor/alpha keywords; low investor signal as focus is on technical roles, not investment or entrepreneurship.",473,1210,https://x.com/praveenblraj
Sofia62968857,Spartan King 👑🦅,HUMAN,10,True,"Authentic human with personal interests (freedom, family, country) and specific location (Canada), but lacks investor/alpha keywords; bio focuses on political/patriotic themes, not investment or professional signals.",468,710,https://x.com/Sofia62968857
AustinFeyd,Austin Feyd ᑔ ᑌ ᑎ ᑢ ᒿ,HUMAN,10,True,"Authentic human with personal interests in celebrities, but no investor/alpha signals; bio lacks professional keywords and focuses on fandom, making DM suitability low for investment context.",459,1351,https://x.com/AustinFeyd
CalvinVLaCombe,Calvin  La Combe,HUMAN,10,True,"Authentic human with personal bio detailing artistic interests and travel aspirations, but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for professional investment context.",438,125,https://x.com/CalvinVLaCombe
stealer82,GA_R1T,HUMAN,10,True,"Bio shows personal interests in travel and Rivian referral, indicating a real person with specific activities, but lacks investor keywords or professional signals; username and name are somewhat generic but not bot-like.",397,278,https://x.com/stealer82
pitreinc,William Pitre,HUMAN,10,True,"Authentic human with personal name and bio, but lacks investor/alpha keywords; bio is generic ('regular guy doing regular things') with no clear professional or investment signals.",389,486,https://x.com/pitreinc
FuzzkidRicch,FUZZKID RICCH,HUMAN,10,True,"Authentic human with personal email and interests in politics and 'harteez', but no investor/alpha signals in bio; low investor relevance.",372,1006,https://x.com/FuzzkidRicch
edvegaviolante,Dr e𝕏,HUMAN,10,True,"Authentic human with personal details (age, phrase 'walk this way'), but bio lacks investor/alpha keywords; low follower count and high tweet volume suggest casual user, not investor-focused.",346,551,https://x.com/edvegaviolante
SunnyRed,SunnyRed55,HUMAN,10,True,"Authentic human with personal interests in physics and history, but no investor/alpha signals in bio; low investor relevance.",343,878,https://x.com/SunnyRed
Leemus_LSTC,Jonathan Lee,HUMAN,10,True,"Authentic human with personal details (Taiwanese identity, name Jonathan Lee), but bio lacks investor/alpha keywords; focus is on political/cultural presentation, not financial or entrepreneurial signals.",319,208,https://x.com/Leemus_LSTC
CreamChoi,cream7,HUMAN,10,True,"Authentic human with personal location details (Vancouver), but bio lacks investor/alpha keywords; low follower count and high following ratio suggest casual user, not an investor.",306,858,https://x.com/CreamChoi
chaletortau,Ski Chalet Baqueira Beret,HUMAN,10,True,"Authentic human with specific personal/business details (ski chalet in Arties, Spain), but bio lacks investor/alpha signals; appears to be a local business owner, not an investor or tech professional.",297,366,https://x.com/chaletortau
Ava__Lune,Anna Zielinski,HUMAN,10,True,"Authentic human with personal details (name, location, hobbies like animals, skiing, adventure, nature), but no investor/alpha signals in bio; low follower count and generic interests suggest not an investor or high-value peer for professional DM.",269,84,https://x.com/Ava__Lune
YXMAC__,Mac,HUMAN,10,True,"Authentic human with a unique, poetic bio referencing a Mars rover quote, but no investor/alpha signals; low investor score due to lack of relevant keywords or professional indicators.",267,150,https://x.com/YXMAC__
x86machine,x86,HUMAN,10,True,"Bio is unique and personal with a humorous analogy, indicating authenticity. No investor-related keywords or signals found in bio or username, but user appears genuine and not bot-like.",249,139,https://x.com/x86machine
deepakgreat,deepak 🌏,HUMAN,10,True,"Authentic human with personal details (name includes emoji, bio 'Coder'), but lacks investor/alpha signals; low follower count and high tweet volume suggest casual user, not investor-focused.",230,121,https://x.com/deepakgreat
LETHAL_MED1C,Simon,HUMAN,10,True,"Authentic human with personal gaming details (SRL player, specific gamertags), but no investor/alpha signals; bio focuses on gaming, not investment or professional keywords.",226,90,https://x.com/LETHAL_MED1C
MudTrotter,Steve,HUMAN,10,True,"Authentic human with unique bio ('Aka windy groundhog') and personal name 'Steve', but no investor/alpha signals in bio; low follower count and high tweet volume suggest casual user, not investor-focused.",208,346,https://x.com/MudTrotter
adzim_larico,Adzim Larico,HUMAN,10,True,"Authentic human with personal details (Teacher, Counselor, Psychology Graduate, Civil Engineering Background, Academic Education), but no investor/alpha signals; bio focuses on education and psychology, not investment or business keywords.",202,214,https://x.com/adzim_larico
DeplorableSimon,DeplorableSimon,HUMAN,10,True,"Authentic human with personal political/religious views, but lacks investor/alpha signals; bio focuses on politics and faith, no keywords related to investing, tech, or entrepreneurship.",198,199,https://x.com/DeplorableSimon
anujasha9,Anu,HUMAN,10,True,"Authentic human with unique, creative bio detailing personal interests in art, tech, and crafts; no generic or bot-like signals. Low investor score due to lack of keywords or signals related to investing, entrepreneurship, or finance; bio focuses on creative pursuits rather than business or investment themes.",196,326,https://x.com/anujasha9
JunHongLi56447,Christopher John Lee,HUMAN,10,True,"Authentic human with unique, detailed bio in psychiatric genetics and related fields, but lacks investor/alpha keywords; bio focuses on academic research, not investment or business signals.",174,1339,https://x.com/JunHongLi56447
jjim88416,Jim J,HUMAN,10,True,"Authentic human with personal details (beliefs, family, values), but no investor/alpha signals in bio; low follower count and high tweet volume suggest active user, not bot.",149,167,https://x.com/jjim88416
kingpapa92,Rashon Lea,HUMAN,10,True,"Authentic human with personal details (name, religious/political affiliations), but no investor/alpha signals in bio; low follower count and high tweet volume suggest casual user, not investor-focused.",152,75,https://x.com/kingpapa92
Evgeniia_Kash,Evgeniia KASHINA,HUMAN,10,True,"Authentic human with a real name, specific company affiliation (JSC Promtechset), and plausible follower/following/tweet stats. No clear investor/alpha signals in bio; lacks keywords like investor, founder, or crypto, suggesting low investment relevance.",157,507,https://x.com/Evgeniia_Kash
dmus31,Daniel,HUMAN,10,True,"Authentic human with personal details (Christian, Patriot, Anon) and specific interests, but lacks investor/alpha keywords; bio suggests personal identity rather than professional investment focus.",129,557,https://x.com/dmus31
dvineet9,Vineet,HUMAN,10,True,"Authentic human with specific professional details (DevOps Engineer, production lessons, cloud mistakes, security insights), but lacks investor/alpha signals; bio focuses on technical expertise rather than investment or entrepreneurial keywords.",112,170,https://x.com/dvineet9
lanccer7,Sin7sterSpD,HUMAN,10,True,"Bio includes personal interests (Frontend/Backend development, Anime Weekend) indicating a human with specific hobbies, but lacks investor-related keywords or signals; username and name are non-generic, suggesting authenticity.",107,68,https://x.com/lanccer7
FreeExpressionX,Free eXpression,HUMAN,10,True,"Bio expresses personal values (truth, dialogue) and lacks generic bot-like phrases; low follower count and high tweet volume suggest authentic engagement, but no investor-related keywords or signals found.",96,241,https://x.com/FreeExpressionX
liammackenzieuk,Liam Mackenzie,HUMAN,10,True,"Authentic human with specific political role and location details, but no investor/alpha signals; bio focuses on local council candidacy, not investment or business keywords.",81,234,https://x.com/liammackenzieuk
OmerArielTubi,Tubi,HUMAN,10,True,"Bio is authentic and personal ('be real'), but lacks investor-related keywords or professional signals; low follower count and high tweet volume suggest a casual user, not an investor.",80,83,https://x.com/OmerArielTubi
Kaiju_TSlaymer,Kaiju93,HUMAN,10,True,"Bio shows personal interests (nerdy craziness, spicy content) and unique username, indicating authenticity. No investor-related keywords or signals found in bio, but user appears genuine with moderate follower count and high tweet volume.",76,384,https://x.com/Kaiju_TSlaymer
Gangster_Tucker,Gangster Tucker,HUMAN,10,True,"Authentic human with unique bio referencing 'Matrix' and news consumption, but lacks investor/alpha keywords; bio suggests alternative media interest, not financial or entrepreneurial focus.",71,173,https://x.com/Gangster_Tucker
naukhalith,Michał Piątkowski,HUMAN,10,True,"Authentic human with personal name and unique, philosophical bio in Polish, but lacks investor/alpha keywords and has low follower count, suggesting limited professional relevance.",67,0,https://x.com/naukhalith
vaibhavv2307,Vaibhav,HUMAN,10,True,"Authentic human with specific role (Frontend Engineer), but bio lacks investor/alpha keywords; low follower count and high following ratio suggest non-investor focus.",63,1094,https://x.com/vaibhavv2307
mhmdoutofkarak,mhmd hani,HUMAN,10,True,"Authentic human with personal bio expressing modesty, but lacks investor/alpha signals; bio is vague and stats show low follower count, indicating limited professional influence or investment activity.",64,549,https://x.com/mhmdoutofkarak
Stina_Lotus,Christina Mieloszyk,HUMAN,10,True,"Authentic human with personal details (name, interests in art and photography), but no investor/alpha signals; bio focuses on hobbies, not professional or investment keywords.",60,248,https://x.com/Stina_Lotus
PatrickBreen20,Patrick Breen,HUMAN,10,True,"Authentic human with personal details (washed up pro ball player, interests in sports and gaming), but no investor/alpha signals in bio; low follower count suggests limited influence.",55,60,https://x.com/PatrickBreen20
optimustsla,옵티머스,HUMAN,10,True,"Authentic human with a specific profession (A321 Pilot) and personal details, but no investor-related keywords or signals in bio; low follower count and generic username reduce investor potential.",55,44,https://x.com/optimustsla
YAaman007,Aman Yadav,HUMAN,10,True,"Authentic human with specific personal details (Indian, hardware engineer), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for investment purposes.",50,143,https://x.com/YAaman007
RA9bzxnFoe,Stefano,HUMAN,10,True,"Authentic human with personal name 'Stefano' and bio indicating a 'shitposting account' with a link, suggesting genuine activity. Low investor signal due to lack of keywords like investor, founder, or crypto; bio is casual and not professional. DM suitability is low as the account appears focused on informal content rather than investment or business interests.",53,737,https://x.com/RA9bzxnFoe
vinaywarp18,Vinay khatak,HUMAN,10,True,"Bio expresses personal skepticism about LLMs, indicating authentic human thought; lacks investor keywords or professional signals, but suitable for DM as a peer in tech discussions.",30,247,https://x.com/vinaywarp18
140IceQueen,Ice,HUMAN,10,True,"Bio shows personal reflection and unique perspective ('much to see and observe'), not generic or AI-generated. Low investor signals; lacks keywords like investor, founder, or crypto. DM suitability low due to non-professional focus.",29,91,https://x.com/140IceQueen
groyplax,Groyplax,HUMAN,10,True,"Authentic human with unique personal interests (politics, sports, specific figure), but lacks investor/alpha signals; bio focuses on non-financial topics, making DM suitability low for investment purposes.",16,156,https://x.com/groyplax
Vernicedbay,Vernicedb,HUMAN,10,True,"Authentic human with unique bio ('Omnilegent') and personal interest in books, but no investor/alpha signals; low follower count suggests limited influence.",15,275,https://x.com/Vernicedbay
dhva_kirti,Dave K i r t i,HUMAN,10,True,"Authentic human with specific academic credentials (MD, M. Epidemiology from Unimelb), but no investor-related keywords or signals in bio; low follower count and high tweet volume suggest personal or academic focus, not investment-oriented.",8,102,https://x.com/dhva_kirti
yumeya_nana,ゆめ ☻ ♡,HUMAN,5,True,"Authentic human with personal details (Japanese name, interests in 'kano_i_'), but no investor/alpha signals; bio indicates low activity and personal fandom, not professional or investment-related.",215,349,https://x.com/yumeya_nana
teslantis_,테란,UNCERTAIN,30,True,"Bio is minimal ('Hodler') which could indicate a human crypto enthusiast but lacks personal details; username and name are non-generic, but high tweet count (17508) with moderate followers suggests possible bot-like activity; investor signals are weak with only 'Hodler' hinting at crypto interest.",1257,1131,https://x.com/teslantis_
kek_musk1,Rocketman🚀,UNCERTAIN,30,True,"Bio is generic with a warning and rocket emoji, lacking personal details; username includes 'musk' which could indicate impersonation or meme account; follower/following ratio suggests possible bot-like activity, but not definitive.",778,710,https://x.com/kek_musk1
Clearlynormal,Mike,UNCERTAIN,20,True,"Bio is vague and lacks specific personal or professional details; no clear investor keywords or signals, but username and name appear human-like, though activity level (high tweet count) could indicate bot-like behavior.",1434,403,https://x.com/Clearlynormal
jonasAgomedje,Agomedje Jonas,UNCERTAIN,20,True,"Bio is vague ('Straight to Mars') with no clear personal or professional details; stats show high following-to-follower ratio, but no investor keywords or authenticity signals detected.",458,1303,https://x.com/jonasAgomedje
VIRTUALRAINFALL,HYPER REAL,UNCERTAIN,20,True,"Bio mentions 'Product Development for Light Source Ghost Lab' which is specific but unusual, potentially human with niche interests. No clear investor keywords like Investor, Angel, VC, or entrepreneurial terms. Username and name are abstract ('VIRTUALRAINFALL', 'HYPER REAL'), not obviously bot-like but lacking personal details. Moderate follower count suggests some activity, but low investor signal.",135,121,https://x.com/VIRTUALRAINFALL
ree123ee,M3,UNCERTAIN,20,True,"Bio shows human-like interests (science, technology, astronomy) and personal details, but username is alphanumeric and generic, and no clear investor keywords or professional signals present.",110,445,https://x.com/ree123ee
Graham_Webb65,Graham,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username includes numbers but could be human; follower/following ratio and tweet count suggest some activity, but lack of personal details or investor keywords limits investor signal.",1333,187,https://x.com/Graham_Webb65
Liz_20000,Liz,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears human-like but lacks personal details; follower/following ratio and high tweet count could indicate bot-like activity or casual user; no investor/alpha signals detected in available data.",1295,705,https://x.com/Liz_20000
franklinbist,Franklin Bist,UNCERTAIN,10,True,"Bio is extremely minimal ('Mars'), lacks personal details or investor keywords, but username and name appear human-like; high tweet count (24060) could indicate bot-like activity or heavy engagement, making authenticity unclear.",1284,474,https://x.com/franklinbist
1florianschmid,Florian Schmid,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human, but lack of details prevents confirmation of investor signals or personal interests.",1221,469,https://x.com/1florianschmid
kdtoomey,Kerry Toomey,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human, but lack of details limits investor signal detection; follower count and tweet volume suggest some activity, but insufficient data for confident classification.",1115,65,https://x.com/kdtoomey
tanjaluelsdorf,Tanja Lülsdorf,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; follower count and tweet volume suggest human activity, but lack of investor-related keywords or personal details limits investor signal.",1108,124,https://x.com/tanjaluelsdorf
TinaBloomfield,Tina 🇺🇸,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name suggest human, but lack of details limits investor signal; high tweet count could indicate bot activity or active user, but no keywords or personal info to confirm.",1111,199,https://x.com/TinaBloomfield
ryaneh702,Ryan,UNCERTAIN,10,True,"Bio is vague ('Cyberbeast is awesome') with no personal or professional details; high tweet count (13623) could indicate bot-like activity, but username and name appear human; lacks clear investor/alpha signals.",1058,250,https://x.com/ryaneh702
jeremywdaily,Jeremy Daily,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (9107) with moderate followers (852) could indicate a human user or a bot; lacking investor keywords or personal details, so investor signal is low.",852,171,https://x.com/jeremywdaily
yvaughn26,Yvonne,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (16807) with low following (48) could indicate bot-like behavior, but username and name appear human; no investor/alpha signals detected in available data.",845,48,https://x.com/yvaughn26
