Username,Name,Followers,Following,Investor Score,Can DM,Reason,URL
Cdr607869783558,Drekk9yne,29,134,30,True,"Bio shows authentic personal interests (music genres, tech, space, politics) and specific details (SpaceX, gaming), indicating a real human. No strong investor keywords found, but mentions of tech and SpaceX suggest some alignment with tech/innovation themes, though not explicitly financial or entrepreneurial.",https://x.com/Cdr607869783558
Matrokc4,Matt,1333,968,20,True,"Authentic human with personal details (retired U.S. Navy, patriotic themes, specific interests like 'Rock Chalk'), but lacks direct investor/alpha signals; bio focuses on personal identity rather than investment or business keywords.",https://x.com/Matrokc4
StrykerAce007,01 + 0 1 = 10,920,267,20,True,"Bio shows authentic personal details (e.g., 'Recovering sugar addict', 'Eat animal meat, fat and eggs', 'Fixing the broken things') and diverse interests, indicating a real person. However, no explicit investor keywords (e.g., investor, founder, crypto) found; focus is on health and self-improvement, leading to a low investor score.",https://x.com/StrykerAce007
District1ResNYC,District 1 Research 🇺🇸,819,1260,20,True,"Authentic human with unique personal interests (collective intelligence, cycling, politics, learning, BF Skinner), but lacks direct investor/alpha signals; bio focuses on non-financial topics, making DM suitability low for investment purposes.",https://x.com/District1ResNYC
Negusnati,Natnael Birhanu,665,440,20,True,"Authentic human with personal details (name, university affiliation), but bio lacks investor/alpha keywords; focus on academic/lecture role, low investor signal.",https://x.com/Negusnati
KriegSalamander,Demiurgo Von Degurechaff 🇯🇪,560,620,20,True,"Authentic human with unique bio containing personal interests (Hispanista, Católico, anime fan) and political views, but lacks direct investor/alpha signals like 'Investor', 'VC', or tech/crypto keywords; DM suitability is low due to focus on non-investment topics.",https://x.com/KriegSalamander
Corlexys,Corlexys,466,193,20,True,"Authentic human with personal interests in free speech and parenthood, but lacks direct investor/alpha signals like 'investor', 'founder', or crypto/tech keywords; bio is conversational and not generic, suggesting a real person but low investment relevance.",https://x.com/Corlexys
simon91854956,simon,357,563,20,True,"Authentic human with personal interests (M&E Engineer, classic cars, space, animals, nature, travel), but lacks investor/alpha keywords; alphanumeric username suggests possible bot-like element, but bio is unique and not generic.",https://x.com/simon91854956
katelost401,Kate 🇺🇸,301,344,20,True,"Authentic human with personal interests (Archeology, physics, history, golf, cars, games) and location (🇺🇸), but lacks direct investor/alpha signals like 'Investor', 'VC', 'Founder', or crypto/tech keywords; low investor relevance.",https://x.com/katelost401
RippTheDip,Eli // RipTheDip 🇺🇸🇮🇱,259,1086,20,True,"Authentic human with personal interests (Pokemon TCG, location PNW), but bio lacks investor keywords; focus is on collecting/trading cards, not financial/tech investing.",https://x.com/RippTheDip
DovKleiiman,Kleiiman,222,317,20,True,"Authentic human with personal details (email for PR, 'Digital Creator' role), but lacks strong investor signals; bio focuses on content creation rather than investment or business keywords.",https://x.com/DovKleiiman
VaibhavVj91,Vaibhav Jaiswal,194,351,20,True,"Authentic human with personal name and specific role (senior software engineer), but lacks direct investor/alpha signals like keywords (e.g., investor, founder, crypto). DM suitability is moderate as a professional peer in tech, but low investor potential.",https://x.com/VaibhavVj91
tangshu2017,唐古拉树,147,107,20,True,"Authentic human with unique, philosophical bio in Chinese, expressing personal beliefs and values. No direct investor keywords or alpha signals found; bio focuses on truth, freedom, service, and human nature rather than business, tech, or investment themes. DM suitability is low due to lack of professional or investor context.",https://x.com/tangshu2017
404camren,404,127,972,20,True,"Authentic human with personal details (Designer and Writer at @cidercircuit), but lacks investor/alpha signals; bio focuses on creative roles, not investment or business keywords.",https://x.com/404camren
getmonu,Monu,112,1249,20,True,"Authentic human with specific job details (engineer at Target), but bio lacks investor/alpha keywords; low investor signal despite genuine profile.",https://x.com/getmonu
aseerixsaeed,SAEED BIN ASEERI,50,8,20,True,"Bio contains personal and unique details in Arabic, including legal references and personal sentiments, indicating authenticity. No direct investor keywords found, but mentions of billions and years suggest potential financial or historical interest, though not clearly aligned with tech/investor signals.",https://x.com/aseerixsaeed
void_life_art,void_enjyr,22,323,20,True,"Bio shows authentic human learning and building interests, but lacks specific investor keywords or high-value signals; low follower count and generic bio reduce investor potential.",https://x.com/void_life_art
Flowersforcows,Flora 🌼,586,412,15,True,"Authentic human with diverse personal interests (beauty, fun, hobbies like photography, art, cooking) and specific references (Abraham Hicks, carnivore diet, unreal engine). Low investor signal due to lack of finance/tech keywords; bio focuses on lifestyle and learning, not investment or professional roles.",https://x.com/Flowersforcows
EGArnold,EG Arnold,1365,243,10,True,"Authentic human with personal details (family roles, interests, beliefs), but lacks investor/alpha signals; bio focuses on personal identity, not professional or investment keywords.",https://x.com/EGArnold
marytmasucci,Tracy Masucci,1396,1038,10,True,"Authentic human with unique personal bio (artist, wordsmith, scientist, poetic phrases), but no investor/alpha signals; bio explicitly discourages DMs from non-followers, making DM suitability low.",https://x.com/marytmasucci
PaulyChaos,Pauly,1364,1442,10,True,"Authentic human with unique, artistic bio focused on creation and collaboration, but lacks investor/alpha keywords; low investor signal.",https://x.com/PaulyChaos
QingBankse,QING BANKSE,1303,994,10,True,"Authentic human with unique bio focused on political criticism and anti-corruption, but lacks investor/alpha keywords; not aligned with investment or tech interests.",https://x.com/QingBankse
Alibel_Fragoso0,Alibel Fragoso,1303,444,10,True,"Authentic human with personal details (music producer, specific platforms like Pond5, Airbit, BeatStars), but no investor/alpha signals; bio focuses on music production, not investment or tech keywords.",https://x.com/Alibel_Fragoso0
michaelricks,M I K E • Earth Coffee Fetcher,1289,1061,10,True,"Authentic human with unique, humorous bio and personal interests (coffee, caveman theme), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, and appears focused on casual persona rather than professional or financial topics.",https://x.com/michaelricks
djhuntze,djhuntze,1247,477,10,True,"Bio shows authentic personal preferences and interests (e.g., sports teams, location), with clear boundaries and no generic AI-sounding content. However, lacks investor-related keywords or signals, focusing on personal rules and hobbies rather than professional or investment themes.",https://x.com/djhuntze
butts56918,Lisa Butts,1163,648,10,True,"Authentic human with personal details (Producer/Host, Poet, Speaker, specific interests), but no investor/alpha signals; bio focuses on creative and positive life aspects, not investment or business keywords.",https://x.com/butts56918
firecracker1956,Vickie,1130,119,10,True,"Authentic human with personal details (name Vickie, horseback riding hobby), but no investor/alpha signals in bio; low investor relevance.",https://x.com/firecracker1956
Mars_Starship_,John Smith,1118,158,10,True,"Authentic human with personal interests (Space, Beach, Nature) and a specific username, but no investor/alpha signals in bio; low investor relevance.",https://x.com/Mars_Starship_
ChrisbWells,Chris Wells,1072,1296,10,True,"Authentic human with personal name and bio, but lacks investor/alpha signals; bio is vague and stats show high tweet volume with moderate engagement, suggesting a real user but not necessarily an investor or high-value lead.",https://x.com/ChrisbWells
abejmorris,abejmorris,1071,975,10,True,"Authentic human with personal details (Christian, Patriot, Father, Trump supporter) and specific interests, but lacks investor/alpha signals; bio focuses on political/religious identity, not investment or professional keywords.",https://x.com/abejmorris
TiborKovacs_TX,Tibor Kovacs Private Investigator in Dallas Texas,986,462,10,True,"Authentic human with specific personal details (name, profession, location), but bio lacks investor/alpha keywords; focused on private investigation, not investment or tech fields.",https://x.com/TiborKovacs_TX
sappgulf,Austin,962,817,10,True,"Authentic human with unique, creative bio referencing pop culture (Kanye West lyrics), but lacks investor/alpha signals; bio is entertainment-focused, not professional or investment-related.",https://x.com/sappgulf
dadsteroni,G_Arter,858,191,10,True,"Authentic human with personal details (retired network engineer, rural Midwest lifestyle), but no investor/alpha signals in bio; low investor relevance.",https://x.com/dadsteroni
HorizonDriven,B.O.H.I.C.A,848,592,10,True,"Bio is unique and philosophical, indicating a human with personal expression. No investor-related keywords or signals found in bio or name, but authenticity is high due to creative content.",https://x.com/HorizonDriven
JeyBeeKey,JeyBeeKey,848,668,10,True,"Bio shows authentic personal expression with poetic and philosophical elements, not generic bot content. However, lacks direct investor/alpha signals like keywords related to investing, tech, or entrepreneurship, reducing investor score.",https://x.com/JeyBeeKey
Michael_Gehm,Michael_Gehm,807,336,10,True,"Authentic human with personal details about military service and specific events, but no investor/alpha signals in bio; bio focuses on personal experiences rather than professional or investment-related content.",https://x.com/Michael_Gehm
HiiGHOFFJAVi,HiiGHØFFJɅVi🍄💨,804,289,10,True,"Bio is unique and personal with a casual tone, but lacks investor-related keywords; username and name are stylized but not generic bot-like; low investor signal as no clear professional or investment indicators.",https://x.com/HiiGHOFFJAVi
o_kozlyakova777,Froilan Kozlyakova,750,353,10,True,"Bio is unique and creative with personal interests in physics/metaphysics, not generic or bot-like; lacks investor keywords, but high tweet count suggests active human user.",https://x.com/o_kozlyakova777
lisarobel,Lisa Robel,725,685,10,True,"Authentic human with unique, personal bio expressing interests in chaos, possibility, and various emoji-based hobbies; no investor keywords or professional signals detected, but suitable for DM as a peer.",https://x.com/lisarobel
DenisTRUFFAUT,Denis TRUFFAUT ⭐️,648,734,10,True,"Authentic human with detailed professional certifications and specific tech expertise, but bio lacks investor/alpha keywords; focus is on technical roles rather than investment or entrepreneurial signals.",https://x.com/DenisTRUFFAUT
Shatter801,Shatter,644,261,10,True,"Authentic human with personal details (retired military veteran, family, health struggle), but no investor/alpha signals in bio; low investor relevance.",https://x.com/Shatter801
GerritBoll,GerritBoll,633,207,10,True,"Authentic human with personal bio 'Just a dude', but lacks investor/alpha keywords; low investor signal despite high tweet volume.",https://x.com/GerritBoll
MoxietheWriter,Elaine,603,706,10,True,"Authentic human with personal details (e.g., writing, choir, sports, religious affiliation), but no investor/alpha signals; bio focuses on personal interests, not professional or investment keywords.",https://x.com/MoxietheWriter
Ericbiker,Eric Londoño Arias,608,204,10,True,"Authentic human with personal details (lawyer, business administration specialist, diverse interests in martial arts, football, art, music). No investor/alpha signals present; bio focuses on professional and personal hobbies, not investment or entrepreneurial keywords.",https://x.com/Ericbiker
XillioilliX,🌊 Ese 👾 🇺🇸,589,167,10,True,"Authentic human with personal details (SSGT USAF, WWII dates, RIP tribute), but bio lacks investor/alpha signals; focused on political/religious tribute, not financial or entrepreneurial keywords.",https://x.com/XillioilliX
LatoSandino,Carlos Sandino,566,87,10,True,"Authentic human with personal bio about living, enjoying life, and doing good, but lacks investor/alpha signals; bio is generic and not focused on professional or investment themes.",https://x.com/LatoSandino
rosa_cesar1235,Rosa Cesare,562,71,10,True,"Authentic human with personal details (doctor of law, philosopher, Italian/Greek heritage, astrological signs), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for investment purposes.",https://x.com/rosa_cesar1235
MVCongTangTonNu,Mary M Vesely,481,481,10,True,"Authentic human with personal details (artist, music, creative process), but no investor/alpha signals; bio focuses on art, not investment or business keywords.",https://x.com/MVCongTangTonNu
praveenblraj,Praveen Raj B,473,1210,10,True,"Authentic human with specific professional details (Cisco IP Telephony Engineer and Data Engineering), but bio lacks investor/alpha keywords; low investor signal as focus is on technical roles, not investment or entrepreneurship.",https://x.com/praveenblraj
Sofia62968857,Spartan King 👑🦅,468,710,10,True,"Authentic human with personal interests (freedom, family, country) and specific location (Canada), but lacks investor/alpha keywords; bio focuses on political/patriotic themes, not investment or professional signals.",https://x.com/Sofia62968857
AustinFeyd,Austin Feyd ᑔ ᑌ ᑎ ᑢ ᒿ,459,1351,10,True,"Authentic human with personal interests in celebrities, but no investor/alpha signals; bio lacks professional keywords and focuses on fandom, making DM suitability low for investment context.",https://x.com/AustinFeyd
CalvinVLaCombe,Calvin  La Combe,438,125,10,True,"Authentic human with personal bio detailing artistic interests and travel aspirations, but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for professional investment context.",https://x.com/CalvinVLaCombe
stealer82,GA_R1T,397,278,10,True,"Bio shows personal interests in travel and Rivian referral, indicating a real person with specific activities, but lacks investor keywords or professional signals; username and name are somewhat generic but not bot-like.",https://x.com/stealer82
pitreinc,William Pitre,389,486,10,True,"Authentic human with personal name and bio, but lacks investor/alpha keywords; bio is generic ('regular guy doing regular things') with no clear professional or investment signals.",https://x.com/pitreinc
FuzzkidRicch,FUZZKID RICCH,372,1006,10,True,"Authentic human with personal email and interests in politics and 'harteez', but no investor/alpha signals in bio; low investor relevance.",https://x.com/FuzzkidRicch
edvegaviolante,Dr e𝕏,346,551,10,True,"Authentic human with personal details (age, phrase 'walk this way'), but bio lacks investor/alpha keywords; low follower count and high tweet volume suggest casual user, not investor-focused.",https://x.com/edvegaviolante
SunnyRed,SunnyRed55,343,878,10,True,"Authentic human with personal interests in physics and history, but no investor/alpha signals in bio; low investor relevance.",https://x.com/SunnyRed
Leemus_LSTC,Jonathan Lee,319,208,10,True,"Authentic human with personal details (Taiwanese identity, name Jonathan Lee), but bio lacks investor/alpha keywords; focus is on political/cultural presentation, not financial or entrepreneurial signals.",https://x.com/Leemus_LSTC
CreamChoi,cream7,306,858,10,True,"Authentic human with personal location details (Vancouver), but bio lacks investor/alpha keywords; low follower count and high following ratio suggest casual user, not an investor.",https://x.com/CreamChoi
chaletortau,Ski Chalet Baqueira Beret,297,366,10,True,"Authentic human with specific personal/business details (ski chalet in Arties, Spain), but bio lacks investor/alpha signals; appears to be a local business owner, not an investor or tech professional.",https://x.com/chaletortau
Ava__Lune,Anna Zielinski,269,84,10,True,"Authentic human with personal details (name, location, hobbies like animals, skiing, adventure, nature), but no investor/alpha signals in bio; low follower count and generic interests suggest not an investor or high-value peer for professional DM.",https://x.com/Ava__Lune
YXMAC__,Mac,267,150,10,True,"Authentic human with a unique, poetic bio referencing a Mars rover quote, but no investor/alpha signals; low investor score due to lack of relevant keywords or professional indicators.",https://x.com/YXMAC__
x86machine,x86,249,139,10,True,"Bio is unique and personal with a humorous analogy, indicating authenticity. No investor-related keywords or signals found in bio or username, but user appears genuine and not bot-like.",https://x.com/x86machine
deepakgreat,deepak 🌏,230,121,10,True,"Authentic human with personal details (name includes emoji, bio 'Coder'), but lacks investor/alpha signals; low follower count and high tweet volume suggest casual user, not investor-focused.",https://x.com/deepakgreat
LETHAL_MED1C,Simon,226,90,10,True,"Authentic human with personal gaming details (SRL player, specific gamertags), but no investor/alpha signals; bio focuses on gaming, not investment or professional keywords.",https://x.com/LETHAL_MED1C
MudTrotter,Steve,208,346,10,True,"Authentic human with unique bio ('Aka windy groundhog') and personal name 'Steve', but no investor/alpha signals in bio; low follower count and high tweet volume suggest casual user, not investor-focused.",https://x.com/MudTrotter
adzim_larico,Adzim Larico,202,214,10,True,"Authentic human with personal details (Teacher, Counselor, Psychology Graduate, Civil Engineering Background, Academic Education), but no investor/alpha signals; bio focuses on education and psychology, not investment or business keywords.",https://x.com/adzim_larico
DeplorableSimon,DeplorableSimon,198,199,10,True,"Authentic human with personal political/religious views, but lacks investor/alpha signals; bio focuses on politics and faith, no keywords related to investing, tech, or entrepreneurship.",https://x.com/DeplorableSimon
anujasha9,Anu,196,326,10,True,"Authentic human with unique, creative bio detailing personal interests in art, tech, and crafts; no generic or bot-like signals. Low investor score due to lack of keywords or signals related to investing, entrepreneurship, or finance; bio focuses on creative pursuits rather than business or investment themes.",https://x.com/anujasha9
JunHongLi56447,Christopher John Lee,174,1339,10,True,"Authentic human with unique, detailed bio in psychiatric genetics and related fields, but lacks investor/alpha keywords; bio focuses on academic research, not investment or business signals.",https://x.com/JunHongLi56447
jjim88416,Jim J,149,167,10,True,"Authentic human with personal details (beliefs, family, values), but no investor/alpha signals in bio; low follower count and high tweet volume suggest active user, not bot.",https://x.com/jjim88416
kingpapa92,Rashon Lea,152,75,10,True,"Authentic human with personal details (name, religious/political affiliations), but no investor/alpha signals in bio; low follower count and high tweet volume suggest casual user, not investor-focused.",https://x.com/kingpapa92
Evgeniia_Kash,Evgeniia KASHINA,157,507,10,True,"Authentic human with a real name, specific company affiliation (JSC Promtechset), and plausible follower/following/tweet stats. No clear investor/alpha signals in bio; lacks keywords like investor, founder, or crypto, suggesting low investment relevance.",https://x.com/Evgeniia_Kash
dmus31,Daniel,129,557,10,True,"Authentic human with personal details (Christian, Patriot, Anon) and specific interests, but lacks investor/alpha keywords; bio suggests personal identity rather than professional investment focus.",https://x.com/dmus31
dvineet9,Vineet,112,170,10,True,"Authentic human with specific professional details (DevOps Engineer, production lessons, cloud mistakes, security insights), but lacks investor/alpha signals; bio focuses on technical expertise rather than investment or entrepreneurial keywords.",https://x.com/dvineet9
lanccer7,Sin7sterSpD,107,68,10,True,"Bio includes personal interests (Frontend/Backend development, Anime Weekend) indicating a human with specific hobbies, but lacks investor-related keywords or signals; username and name are non-generic, suggesting authenticity.",https://x.com/lanccer7
FreeExpressionX,Free eXpression,96,241,10,True,"Bio expresses personal values (truth, dialogue) and lacks generic bot-like phrases; low follower count and high tweet volume suggest authentic engagement, but no investor-related keywords or signals found.",https://x.com/FreeExpressionX
liammackenzieuk,Liam Mackenzie,81,234,10,True,"Authentic human with specific political role and location details, but no investor/alpha signals; bio focuses on local council candidacy, not investment or business keywords.",https://x.com/liammackenzieuk
OmerArielTubi,Tubi,80,83,10,True,"Bio is authentic and personal ('be real'), but lacks investor-related keywords or professional signals; low follower count and high tweet volume suggest a casual user, not an investor.",https://x.com/OmerArielTubi
Kaiju_TSlaymer,Kaiju93,76,384,10,True,"Bio shows personal interests (nerdy craziness, spicy content) and unique username, indicating authenticity. No investor-related keywords or signals found in bio, but user appears genuine with moderate follower count and high tweet volume.",https://x.com/Kaiju_TSlaymer
Gangster_Tucker,Gangster Tucker,71,173,10,True,"Authentic human with unique bio referencing 'Matrix' and news consumption, but lacks investor/alpha keywords; bio suggests alternative media interest, not financial or entrepreneurial focus.",https://x.com/Gangster_Tucker
naukhalith,Michał Piątkowski,67,0,10,True,"Authentic human with personal name and unique, philosophical bio in Polish, but lacks investor/alpha keywords and has low follower count, suggesting limited professional relevance.",https://x.com/naukhalith
vaibhavv2307,Vaibhav,63,1094,10,True,"Authentic human with specific role (Frontend Engineer), but bio lacks investor/alpha keywords; low follower count and high following ratio suggest non-investor focus.",https://x.com/vaibhavv2307
mhmdoutofkarak,mhmd hani,64,549,10,True,"Authentic human with personal bio expressing modesty, but lacks investor/alpha signals; bio is vague and stats show low follower count, indicating limited professional influence or investment activity.",https://x.com/mhmdoutofkarak
Stina_Lotus,Christina Mieloszyk,60,248,10,True,"Authentic human with personal details (name, interests in art and photography), but no investor/alpha signals; bio focuses on hobbies, not professional or investment keywords.",https://x.com/Stina_Lotus
PatrickBreen20,Patrick Breen,55,60,10,True,"Authentic human with personal details (washed up pro ball player, interests in sports and gaming), but no investor/alpha signals in bio; low follower count suggests limited influence.",https://x.com/PatrickBreen20
optimustsla,옵티머스,55,44,10,True,"Authentic human with a specific profession (A321 Pilot) and personal details, but no investor-related keywords or signals in bio; low follower count and generic username reduce investor potential.",https://x.com/optimustsla
YAaman007,Aman Yadav,50,143,10,True,"Authentic human with specific personal details (Indian, hardware engineer), but no investor/alpha signals; bio lacks keywords like investor, founder, or crypto, making DM suitability low for investment purposes.",https://x.com/YAaman007
RA9bzxnFoe,Stefano,53,737,10,True,"Authentic human with personal name 'Stefano' and bio indicating a 'shitposting account' with a link, suggesting genuine activity. Low investor signal due to lack of keywords like investor, founder, or crypto; bio is casual and not professional. DM suitability is low as the account appears focused on informal content rather than investment or business interests.",https://x.com/RA9bzxnFoe
vinaywarp18,Vinay khatak,30,247,10,True,"Bio expresses personal skepticism about LLMs, indicating authentic human thought; lacks investor keywords or professional signals, but suitable for DM as a peer in tech discussions.",https://x.com/vinaywarp18
140IceQueen,Ice,29,91,10,True,"Bio shows personal reflection and unique perspective ('much to see and observe'), not generic or AI-generated. Low investor signals; lacks keywords like investor, founder, or crypto. DM suitability low due to non-professional focus.",https://x.com/140IceQueen
groyplax,Groyplax,16,156,10,True,"Authentic human with unique personal interests (politics, sports, specific figure), but lacks investor/alpha signals; bio focuses on non-financial topics, making DM suitability low for investment purposes.",https://x.com/groyplax
Vernicedbay,Vernicedb,15,275,10,True,"Authentic human with unique bio ('Omnilegent') and personal interest in books, but no investor/alpha signals; low follower count suggests limited influence.",https://x.com/Vernicedbay
dhva_kirti,Dave K i r t i,8,102,10,True,"Authentic human with specific academic credentials (MD, M. Epidemiology from Unimelb), but no investor-related keywords or signals in bio; low follower count and high tweet volume suggest personal or academic focus, not investment-oriented.",https://x.com/dhva_kirti
yumeya_nana,ゆめ ☻ ♡,215,349,5,True,"Authentic human with personal details (Japanese name, interests in 'kano_i_'), but no investor/alpha signals; bio indicates low activity and personal fandom, not professional or investment-related.",https://x.com/yumeya_nana
